Raman Shift ; Raw Data #1
506.0000;17524.2100
507.0000;17486.9900
508.0000;17433.0700
509.0000;17402.0400
510.0000;17387.1100
511.0000;17352.9200
512.0000;17320.6400
513.0000;17339.6400
514.0000;17412.4300
515.0000;17417.2700
516.0000;17264.1100
517.0000;17115.0000
518.0000;17130.1800
519.0000;17225.3800
520.0000;17227.7900
521.0000;17170.8300
522.0000;17155.8000
523.0000;17200.3000
524.0000;17268.1800
525.0000;17341.0200
526.0000;17368.7200
527.0000;17307.1300
528.0000;17211.9000
529.0000;17171.8900
530.0000;17190.6300
531.0000;17241.5500
532.0000;17316.6300
533.0000;17382.1600
534.0000;17413.1300
535.0000;17415.9100
536.0000;17401.2800
537.0000;17376.1900
538.0000;17390.4500
539.0000;17392.7800
540.0000;17295.1000
541.0000;17141.6300
542.0000;17079.7700
543.0000;17149.6000
544.0000;17179.9600
545.0000;17074.8000
546.0000;16936.0700
547.0000;16830.8000
548.0000;16769.4200
549.0000;16723.2000
550.0000;16717.2600
551.0000;16710.7900
552.0000;16707.7600
553.0000;16711.2700
554.0000;16719.4700
555.0000;16727.3600
556.0000;16731.9000
557.0000;16721.9200
558.0000;16681.7300
559.0000;16639.8700
560.0000;16633.5600
561.0000;16666.6500
562.0000;16707.1000
563.0000;16744.7000
564.0000;16785.4200
565.0000;16823.6200
566.0000;16853.0700
567.0000;16888.2800
568.0000;16890.3100
569.0000;16834.5800
570.0000;16752.4000
571.0000;16721.3900
572.0000;16739.8800
573.0000;16718.4400
574.0000;16639.0900
575.0000;16551.3100
576.0000;16482.4000
577.0000;16436.3300
578.0000;16398.8200
579.0000;16387.2700
580.0000;16377.3300
581.0000;16370.3300
582.0000;16331.4800
583.0000;16271.6600
584.0000;16242.7600
585.0000;16263.4400
586.0000;16287.9000
587.0000;16279.7200
588.0000;16271.2100
589.0000;16292.7100
590.0000;16312.5000
591.0000;16286.2800
592.0000;16241.3800
593.0000;16254.4400
594.0000;16316.7900
595.0000;16321.4300
596.0000;16232.7700
597.0000;16137.5300
598.0000;16092.2500
599.0000;16078.0000
600.0000;16059.9600
601.0000;16051.7700
602.0000;16023.9600
603.0000;15990.1300
604.0000;15968.5300
605.0000;15956.1400
606.0000;15905.2100
607.0000;15806.0000
608.0000;15718.0400
609.0000;15670.2500
610.0000;15665.5800
611.0000;15669.4600
612.0000;15703.5800
613.0000;15735.6100
614.0000;15783.8000
615.0000;15876.2500
616.0000;15998.7000
617.0000;16111.9600
618.0000;16187.2100
619.0000;16278.5600
620.0000;16407.4000
621.0000;16557.5500
622.0000;16781.0100
623.0000;16948.6300
624.0000;17007.6400
625.0000;16955.4700
626.0000;16959.3000
627.0000;16982.5900
628.0000;16927.8300
629.0000;16783.4700
630.0000;16642.7500
631.0000;16564.5600
632.0000;16470.0600
633.0000;16287.0700
634.0000;16135.3800
635.0000;16087.3900
636.0000;16120.3800
637.0000;16071.9200
638.0000;16001.0800
639.0000;15981.7900
640.0000;16041.1300
641.0000;16158.6200
642.0000;16313.3700
643.0000;16451.1500
644.0000;16519.1200
645.0000;16596.1200
646.0000;16777.6600
647.0000;16993.6500
648.0000;17214.6700
649.0000;17407.9000
650.0000;17659.7700
651.0000;17902.9400
652.0000;18155.9100
653.0000;18358.8300
654.0000;18486.8700
655.0000;18520.3500
656.0000;18545.2100
657.0000;18683.8000
658.0000;18771.0000
659.0000;18706.3500
660.0000;18560.8800
661.0000;18496.6800
662.0000;18491.7700
663.0000;18468.7600
664.0000;18421.9800
665.0000;18324.9700
666.0000;18176.6000
667.0000;17994.2500
668.0000;17798.3300
669.0000;17635.0000
670.0000;17523.8000
671.0000;17451.9200
672.0000;17320.4600
673.0000;17179.7400
674.0000;16986.9300
675.0000;16800.0300
676.0000;16599.2800
677.0000;16433.6400
678.0000;16258.1100
679.0000;16099.6000
680.0000;16001.0400
681.0000;15975.5900
682.0000;15953.6500
683.0000;15848.2700
684.0000;15722.0000
685.0000;15595.1300
686.0000;15497.8100
687.0000;15398.8600
688.0000;15339.7900
689.0000;15292.9400
690.0000;15261.7900
691.0000;15173.9600
692.0000;15035.1600
693.0000;14899.4400
694.0000;14801.4600
695.0000;14755.0100
696.0000;14744.0400
697.0000;14792.3900
698.0000;14872.0700
699.0000;14959.8900
700.0000;15007.3400
701.0000;15008.7900
702.0000;14992.9000
703.0000;14978.1100
704.0000;15045.5900
705.0000;15181.6500
706.0000;15255.4300
707.0000;15216.2300
708.0000;15237.8800
709.0000;15406.0700
710.0000;15644.5200
711.0000;15872.1200
712.0000;16168.4100
713.0000;16643.5200
714.0000;17241.4600
715.0000;17988.4000
716.0000;18828.6200
717.0000;19921.9500
718.0000;21102.6200
719.0000;22433.4200
720.0000;23717.4400
721.0000;24965.0400
722.0000;26101.8400
723.0000;26856.1900
724.0000;27267.0700
725.0000;27137.6100
726.0000;26806.4500
727.0000;26120.1300
728.0000;25277.9200
729.0000;24388.9600
730.0000;23410.1500
731.0000;22591.0400
732.0000;21766.1700
733.0000;21223.1700
734.0000;20844.2600
735.0000;20743.9300
736.0000;20773.6700
737.0000;20840.4400
738.0000;20927.6200
739.0000;20949.3200
740.0000;20933.4300
741.0000;20931.4300
742.0000;20817.9700
743.0000;20500.5300
744.0000;20078.6600
745.0000;19681.8900
746.0000;19361.7000
747.0000;18991.5800
748.0000;18667.1100
749.0000;18308.5400
750.0000;17993.6400
751.0000;17724.2900
752.0000;17546.1300
753.0000;17419.6100
754.0000;17304.8800
755.0000;17252.3400
756.0000;17236.7000
757.0000;17223.3000
758.0000;17106.5900
759.0000;16970.4000
760.0000;16875.6000
761.0000;16828.6000
762.0000;16760.7500
763.0000;16696.6100
764.0000;16621.1700
765.0000;16548.3800
766.0000;16460.3800
767.0000;16368.7900
768.0000;16265.6600
769.0000;16160.2500
770.0000;16067.6800
771.0000;15997.2500
772.0000;15907.0700
773.0000;15723.5800
774.0000;15583.0000
775.0000;15556.0700
776.0000;15627.5600
777.0000;15674.5800
778.0000;15707.3900
779.0000;15718.0800
780.0000;15694.4300
781.0000;15643.5600
782.0000;15576.9400
783.0000;15520.9800
784.0000;15497.1300
785.0000;15503.7900
786.0000;15539.6900
787.0000;15576.7800
788.0000;15585.8400
789.0000;15642.4100
790.0000;15790.0400
791.0000;15970.3700
792.0000;16137.6200
793.0000;16282.6800
794.0000;16458.5300
795.0000;16612.3900
796.0000;16804.8100
797.0000;16964.9200
798.0000;17104.1300
799.0000;17169.2900
800.0000;17199.3700
801.0000;17171.2300
802.0000;17093.3500
803.0000;16976.0100
804.0000;16848.9000
805.0000;16740.8900
806.0000;16589.8700
807.0000;16371.2600
808.0000;16173.7100
809.0000;16054.2000
810.0000;15975.4100
811.0000;15823.3600
812.0000;15683.9400
813.0000;15545.4500
814.0000;15453.8300
815.0000;15346.7300
816.0000;15272.2700
817.0000;15192.9400
818.0000;15145.3500
819.0000;15126.9400
820.0000;15140.5600
821.0000;15122.4900
822.0000;15063.6800
823.0000;15009.5000
824.0000;14984.6400
825.0000;14974.2500
826.0000;14970.6400
827.0000;14994.2600
828.0000;15051.2700
829.0000;15098.9900
830.0000;15089.6400
831.0000;15085.0000
832.0000;15170.3100
833.0000;15281.4300
834.0000;15345.1700
835.0000;15369.0000
836.0000;15441.6200
837.0000;15497.6100
838.0000;15460.0900
839.0000;15334.3100
840.0000;15231.8300
841.0000;15174.6200
842.0000;15082.8800
843.0000;14958.5700
844.0000;14809.7200
845.0000;14662.0100
846.0000;14524.1100
847.0000;14415.0200
848.0000;14337.8100
849.0000;14279.1700
850.0000;14207.5800
851.0000;14055.5600
852.0000;13902.7200
853.0000;13771.7500
854.0000;13704.8300
855.0000;13661.2700
856.0000;13661.4900
857.0000;13647.3400
858.0000;13610.4000
859.0000;13499.3300
860.0000;13352.1000
861.0000;13219.3100
862.0000;13152.9100
863.0000;13163.0800
864.0000;13241.4100
865.0000;13242.8800
866.0000;13139.3600
867.0000;13041.1000
868.0000;12995.2000
869.0000;12977.4300
870.0000;12984.1400
871.0000;13016.3000
872.0000;13062.1500
873.0000;13083.1200
874.0000;13042.8000
875.0000;13006.9700
876.0000;13043.3000
877.0000;13093.4400
878.0000;13087.9900
879.0000;13077.2500
880.0000;13115.3700
881.0000;13193.2200
882.0000;13308.8500
883.0000;13420.2500
884.0000;13488.2900
885.0000;13505.4200
886.0000;13564.5200
887.0000;13643.9900
888.0000;13710.9600
889.0000;13760.0100
890.0000;13874.8900
891.0000;14027.4200
892.0000;14111.2400
893.0000;14085.3000
894.0000;14068.0900
895.0000;14103.9100
896.0000;14122.8400
897.0000;14101.3800
898.0000;14104.3700
899.0000;14169.4200
900.0000;14229.4600
901.0000;14239.9500
902.0000;14219.7300
903.0000;14191.7200
904.0000;14171.3000
905.0000;14174.7700
906.0000;14220.5500
907.0000;14311.2200
908.0000;14427.0900
909.0000;14544.8600
910.0000;14657.3700
911.0000;14810.8300
912.0000;14955.4700
913.0000;15082.9400
914.0000;15173.6200
915.0000;15312.2900
916.0000;15459.7100
917.0000;15639.7800
918.0000;15794.3700
919.0000;15921.8400
920.0000;15983.4000
921.0000;16054.9200
922.0000;16122.8900
923.0000;16150.7700
924.0000;16127.3800
925.0000;16118.7900
926.0000;16153.5900
927.0000;16206.2200
928.0000;16261.2000
929.0000;16336.9900
930.0000;16431.5800
931.0000;16544.1000
932.0000;16682.3500
933.0000;16784.4900
934.0000;16832.4300
935.0000;16841.1700
936.0000;16873.4000
937.0000;16886.6600
938.0000;16878.2400
939.0000;16856.0000
940.0000;16838.9300
941.0000;16839.3900
942.0000;16869.2300
943.0000;16913.7700
944.0000;16956.2700
945.0000;16972.7500
946.0000;16952.4200
947.0000;16902.4800
948.0000;16877.6500
949.0000;16856.6300
950.0000;16781.2600
951.0000;16669.0700
952.0000;16547.9900
953.0000;16427.8800
954.0000;16243.8600
955.0000;16025.4000
956.0000;15751.7600
957.0000;15504.2800
958.0000;15327.2800
959.0000;15268.9500
960.0000;15155.0800
961.0000;14972.2100
962.0000;14790.5700
963.0000;14649.0100
964.0000;14475.8900
965.0000;14273.9000
966.0000;14057.1000
967.0000;13854.8900
968.0000;13695.4900
969.0000;13589.8700
970.0000;13518.6400
971.0000;13450.1300
972.0000;13344.3400
973.0000;13155.2200
974.0000;12979.3900
975.0000;12882.4200
976.0000;12812.5100
977.0000;12702.5600
978.0000;12614.1100
979.0000;12554.2000
980.0000;12505.9400
981.0000;12404.5800
982.0000;12339.4600
983.0000;12358.5800
984.0000;12406.8600
985.0000;12364.6800
986.0000;12332.0000
987.0000;12416.0500
988.0000;12512.9400
989.0000;12501.6800
990.0000;12420.6500
991.0000;12337.3400
992.0000;12301.4200
993.0000;12364.6600
994.0000;12496.1500
995.0000;12591.4700
996.0000;12663.4900
997.0000;12767.5000
998.0000;12890.0000
999.0000;13081.2000
1000.0000;13273.0800
1001.0000;13442.4500
1002.0000;13557.9000
1003.0000;13724.7600
1004.0000;13888.3100
1005.0000;14055.3300
1006.0000;14209.1700
1007.0000;14448.5800
1008.0000;14724.2300
1009.0000;15009.1700
1010.0000;15233.0200
1011.0000;15447.6500
1012.0000;15599.8800
1013.0000;15796.9900
1014.0000;16003.5700
1015.0000;16280.4400
1016.0000;16562.9700
1017.0000;16777.7600
1018.0000;16868.3300
1019.0000;16951.7600
1020.0000;17020.2800
1021.0000;17062.3700
1022.0000;17062.7300
1023.0000;17024.8900
1024.0000;16947.1100
1025.0000;16823.3300
1026.0000;16676.3800
1027.0000;16508.7200
1028.0000;16356.4100
1029.0000;16176.4300
1030.0000;15992.9700
1031.0000;15785.4100
1032.0000;15577.7600
1033.0000;15317.1200
1034.0000;15014.8200
1035.0000;14742.0800
1036.0000;14559.9600
1037.0000;14392.7600
1038.0000;14225.9700
1039.0000;13952.3800
1040.0000;13546.4000
1041.0000;13216.4900
1042.0000;13080.3200
1043.0000;12977.1800
1044.0000;12841.5800
1045.0000;12719.2600
1046.0000;12616.9400
1047.0000;12501.8900
1048.0000;12364.7600
1049.0000;12258.5100
1050.0000;12207.3700
1051.0000;12163.3300
1052.0000;12094.6300
1053.0000;12042.8800
1054.0000;12020.4800
1055.0000;12038.3000
1056.0000;12091.4900
1057.0000;12138.4100
1058.0000;12146.4600
1059.0000;12133.3900
1060.0000;12109.7700
1061.0000;12109.8300
1062.0000;12156.2600
1063.0000;12199.3100
1064.0000;12206.7500
1065.0000;12248.2700
1066.0000;12354.4700
1067.0000;12477.0300
1068.0000;12581.2300
1069.0000;12658.3100
1070.0000;12701.0700
1071.0000;12754.5800
1072.0000;12850.6800
1073.0000;12961.7500
1074.0000;13071.8200
1075.0000;13177.7400
1076.0000;13274.7100
1077.0000;13346.9200
1078.0000;13391.4800
1079.0000;13487.9500
1080.0000;13684.6800
1081.0000;13858.9400
1082.0000;13947.1100
1083.0000;14066.5300
1084.0000;14270.3400
1085.0000;14444.2000
1086.0000;14532.1000
1087.0000;14625.8300
1088.0000;14772.9600
1089.0000;14972.7200
1090.0000;15215.3400
1091.0000;15458.3700
1092.0000;15647.3400
1093.0000;15797.3100
1094.0000;15904.4900
1095.0000;15942.1000
1096.0000;15912.1900
1097.0000;15874.4200
1098.0000;15864.6400
1099.0000;15763.5100
1100.0000;15547.4100
1101.0000;15300.7300
1102.0000;15093.1600
1103.0000;14779.6700
1104.0000;14361.1300
1105.0000;14004.4100
1106.0000;13795.0200
1107.0000;13530.9800
1108.0000;13212.2700
1109.0000;12954.2400
1110.0000;12833.3200
1111.0000;12699.5200
1112.0000;12541.8500
1113.0000;12421.1200
1114.0000;12363.1300
1115.0000;12311.7500
1116.0000;12261.7300
1117.0000;12197.9200
1118.0000;12132.1100
1119.0000;12089.7100
1120.0000;12093.8500
1121.0000;12161.3400
1122.0000;12261.7300
1123.0000;12284.2000
1124.0000;12208.5200
1125.0000;12122.2800
1126.0000;12063.6600
1127.0000;12058.4200
1128.0000;12110.3100
1129.0000;12140.8500
1130.0000;12144.3100
1131.0000;12137.8100
1132.0000;12140.4300
1133.0000;12214.0100
1134.0000;12322.8100
1135.0000;12365.1300
1136.0000;12357.0300
1137.0000;12427.6500
1138.0000;12517.7700
1139.0000;12523.9700
1140.0000;12473.1600
1141.0000;12473.6000
1142.0000;12519.5800
1143.0000;12601.5700
1144.0000;12678.5100
1145.0000;12673.1400
1146.0000;12654.0500
1147.0000;12783.0600
1148.0000;12931.1100
1149.0000;12946.6600
1150.0000;12910.0000
1151.0000;12996.5700
1152.0000;13096.7500
1153.0000;13116.8600
1154.0000;13122.1900
1155.0000;13201.9400
1156.0000;13298.8300
1157.0000;13389.8800
1158.0000;13449.8700
1159.0000;13478.0500
1160.0000;13495.3200
1161.0000;13543.2300
1162.0000;13606.8800
1163.0000;13684.2200
1164.0000;13764.9500
1165.0000;13844.8500
1166.0000;13867.5700
1167.0000;13811.4100
1168.0000;13782.6800
1169.0000;13845.0700
1170.0000;13930.4400
1171.0000;13992.0800
1172.0000;13962.4500
1173.0000;13828.5400
1174.0000;13756.6400
1175.0000;13805.2400
1176.0000;13852.5500
1177.0000;13853.5900
1178.0000;13769.9100
1179.0000;13620.5700
1180.0000;13514.6900
1181.0000;13488.3800
1182.0000;13464.3500
1183.0000;13441.0900
1184.0000;13389.9900
1185.0000;13320.1100
1186.0000;13235.0200
1187.0000;13161.2000
1188.0000;13102.3900
1189.0000;13069.1500
1190.0000;13013.4800
1191.0000;12944.8500
1192.0000;12830.2300
1193.0000;12740.0200
1194.0000;12727.3700
1195.0000;12768.0000
1196.0000;12770.1500
1197.0000;12737.8300
1198.0000;12660.4500
1199.0000;12572.6000
1200.0000;12502.1300
1201.0000;12480.4800
1202.0000;12513.0800
1203.0000;12534.5200
1204.0000;12475.9000
1205.0000;12438.0800
1206.0000;12477.3300
1207.0000;12503.7000
1208.0000;12469.0700
1209.0000;12445.1700
1210.0000;12460.5600
1211.0000;12462.2600
1212.0000;12434.6900
1213.0000;12390.8700
1214.0000;12353.6400
1215.0000;12390.0600
1216.0000;12494.6900
1217.0000;12539.8600
1218.0000;12517.8400
1219.0000;12550.1800
1220.0000;12612.0100
1221.0000;12618.1400
1222.0000;12587.8500
1223.0000;12619.5500
1224.0000;12679.0900
1225.0000;12694.9600
1226.0000;12682.4600
1227.0000;12689.8800
1228.0000;12704.0000
1229.0000;12729.8700
1230.0000;12734.7600
1231.0000;12689.8300
1232.0000;12639.6500
1233.0000;12632.4800
1234.0000;12618.7500
1235.0000;12558.2200
1236.0000;12511.5000
1237.0000;12511.8100
1238.0000;12490.4800
1239.0000;12417.8400
1240.0000;12378.1700
1241.0000;12398.2900
1242.0000;12369.4900
1243.0000;12280.2500
1244.0000;12224.2000
1245.0000;12228.9100
1246.0000;12228.2600
1247.0000;12221.8900
1248.0000;12224.9600
1249.0000;12227.5100
1250.0000;12188.3100
1251.0000;12147.7500
1252.0000;12192.5000
1253.0000;12266.5800
1254.0000;12248.6800
1255.0000;12209.1000
1256.0000;12254.3600
1257.0000;12325.8300
1258.0000;12366.2800
1259.0000;12394.2400
1260.0000;12428.2900
1261.0000;12456.8200
1262.0000;12479.2300
1263.0000;12542.0300
1264.0000;12663.3500
1265.0000;12782.7900
1266.0000;12860.4200
1267.0000;12920.4100
1268.0000;12959.1600
1269.0000;12999.4100
1270.0000;13038.5300
1271.0000;13089.3600
1272.0000;13144.5900
1273.0000;13212.8000
1274.0000;13275.8400
1275.0000;13337.1500
1276.0000;13385.8600
1277.0000;13472.7400
1278.0000;13524.0000
1279.0000;13487.6500
1280.0000;13432.2400
1281.0000;13471.1200
1282.0000;13536.9700
1283.0000;13581.5900
1284.0000;13566.0000
1285.0000;13469.1500
1286.0000;13405.2000
1287.0000;13440.1700
1288.0000;13430.6400
1289.0000;13339.7200
1290.0000;13295.7000
1291.0000;13327.5200
1292.0000;13355.4500
1293.0000;13379.1700
1294.0000;13457.0900
1295.0000;13544.1300
1296.0000;13548.8900
1297.0000;13510.5100
1298.0000;13566.1400
1299.0000;13658.0000
1300.0000;13712.6800
1301.0000;13756.3800
1302.0000;13837.7800
1303.0000;13917.4000
1304.0000;13986.7000
1305.0000;14038.3300
1306.0000;14078.3100
1307.0000;14125.7800
1308.0000;14188.3600
1309.0000;14263.8900
1310.0000;14337.1800
1311.0000;14417.7900
1312.0000;14487.4600
1313.0000;14568.1600
1314.0000;14628.1300
1315.0000;14624.9100
1316.0000;14619.6600
1317.0000;14784.8900
1318.0000;15014.0000
1319.0000;15154.1800
1320.0000;15250.6100
1321.0000;15422.3800
1322.0000;15573.6000
1323.0000;15674.9400
1324.0000;15783.3200
1325.0000;15944.4400
1326.0000;16164.3200
1327.0000;16409.6300
1328.0000;16566.8400
1329.0000;16577.2300
1330.0000;16583.6900
1331.0000;16570.2800
1332.0000;16492.7900
1333.0000;16351.1600
1334.0000;16151.4500
1335.0000;15978.8300
1336.0000;15897.4800
1337.0000;15865.7100
1338.0000;15734.2000
1339.0000;15591.6000
1340.0000;15472.0600
1341.0000;15398.8400
1342.0000;15377.6000
1343.0000;15452.7700
1344.0000;15609.0200
1345.0000;15711.3200
1346.0000;15715.1600
1347.0000;15790.5100
1348.0000;15931.0400
1349.0000;16076.4200
1350.0000;16201.8600
1351.0000;16372.9400
1352.0000;16498.4000
1353.0000;16540.0100
1354.0000;16557.0000
1355.0000;16704.7100
1356.0000;16833.0500
1357.0000;16844.9300
1358.0000;16842.9200
1359.0000;16886.0400
1360.0000;16911.4900
1361.0000;16908.0200
1362.0000;16936.6900
1363.0000;16999.8500
1364.0000;17073.9600
1365.0000;17124.9400
1366.0000;17124.3400
1367.0000;17085.5900
1368.0000;17076.9000
1369.0000;17099.1400
1370.0000;17144.9500
1371.0000;17221.9500
1372.0000;17330.9300
1373.0000;17380.9200
1374.0000;17330.2200
1375.0000;17306.6400
1376.0000;17356.5500
1377.0000;17365.3400
1378.0000;17333.9500
1379.0000;17391.4400
1380.0000;17510.0200
1381.0000;17552.7600
1382.0000;17573.5000
1383.0000;17730.0100
1384.0000;17889.0900
1385.0000;17918.8300
1386.0000;17923.8200
1387.0000;18001.7600
1388.0000;18209.4900
1389.0000;18537.3900
1390.0000;18729.5700
1391.0000;18692.0300
1392.0000;18796.7800
1393.0000;19005.6500
1394.0000;19030.5000
1395.0000;18909.8100
1396.0000;18943.8100
1397.0000;19010.0400
1398.0000;18943.0900
1399.0000;18815.9500
1400.0000;18712.9700
1401.0000;18622.1100
1402.0000;18540.7700
1403.0000;18536.4600
1404.0000;18615.8900
1405.0000;18647.3000
1406.0000;18596.2300
1407.0000;18524.3700
1408.0000;18441.3100
1409.0000;18323.7600
1410.0000;18249.3700
1411.0000;18288.4900
1412.0000;18374.4700
1413.0000;18379.5500
1414.0000;18391.5600
1415.0000;18459.5100
1416.0000;18480.4000
1417.0000;18412.2500
1418.0000;18285.5800
1419.0000;18147.9100
1420.0000;18090.1300
1421.0000;18099.5400
1422.0000;18012.1800
1423.0000;17876.4600
1424.0000;17741.5700
1425.0000;17653.9900
1426.0000;17624.7400
1427.0000;17581.5600
1428.0000;17456.5000
1429.0000;17321.1300
1430.0000;17227.7500
1431.0000;17231.9500
1432.0000;17320.5500
1433.0000;17316.3800
1434.0000;17211.7300
1435.0000;17071.1400
1436.0000;16962.2900
1437.0000;16939.4900
1438.0000;17000.1700
1439.0000;17088.8600
1440.0000;17142.0700
1441.0000;17107.6900
1442.0000;17056.2300
1443.0000;17021.8400
1444.0000;17003.8700
1445.0000;16996.8100
1446.0000;16950.4300
1447.0000;16878.6700
1448.0000;16809.9600
1449.0000;16741.1100
1450.0000;16656.5800
1451.0000;16542.5600
1452.0000;16394.1400
1453.0000;16280.6900
1454.0000;16230.7800
1455.0000;16097.2100
1456.0000;15902.2700
1457.0000;15739.1700
1458.0000;15652.1400
1459.0000;15589.3900
1460.0000;15513.9300
1461.0000;15304.8300
1462.0000;15087.2100
1463.0000;14945.9000
1464.0000;14797.3400
1465.0000;14606.0900
1466.0000;14387.7300
1467.0000;14176.8000
1468.0000;13954.6300
1469.0000;13772.6800
1470.0000;13561.9300
1471.0000;13389.8200
1472.0000;13197.2300
1473.0000;13066.1800
1474.0000;13002.8600
1475.0000;12946.0700
1476.0000;12854.9300
1477.0000;12728.9000
1478.0000;12613.1800
1479.0000;12569.0700
1480.0000;12625.8600
1481.0000;12728.7000
1482.0000;12799.4400
1483.0000;12713.2400
1484.0000;12607.6200
1485.0000;12611.9900
1486.0000;12655.8900
1487.0000;12697.1100
1488.0000;12675.3300
1489.0000;12595.2200
1490.0000;12576.8800
1491.0000;12616.2700
1492.0000;12645.8900
1493.0000;12659.1100
1494.0000;12651.5200
1495.0000;12608.3300
1496.0000;12531.3400
1497.0000;12503.9700
1498.0000;12562.0700
1499.0000;12647.7000
1500.0000;12712.2700
1501.0000;12684.4300
1502.0000;12607.7900
1503.0000;12609.0700
1504.0000;12652.9100
1505.0000;12692.9300
1506.0000;12705.0300
1507.0000;12673.8600
1508.0000;12709.3700
1509.0000;12819.0500
1510.0000;12860.6700
1511.0000;12837.8200
1512.0000;12883.0500
1513.0000;12930.9800
1514.0000;12904.9500
1515.0000;12864.9000
1516.0000;12866.6900
1517.0000;12925.7700
1518.0000;13030.5000
1519.0000;13060.5600
1520.0000;13024.1900
1521.0000;13131.8100
1522.0000;13280.3700
1523.0000;13284.8800
1524.0000;13224.6700
1525.0000;13217.8600
1526.0000;13248.1400
1527.0000;13314.0700
1528.0000;13369.9800
1529.0000;13384.6800
1530.0000;13344.5200
1531.0000;13283.0400
1532.0000;13298.5700
1533.0000;13358.1400
1534.0000;13398.1000
1535.0000;13454.2400
1536.0000;13531.4800
1537.0000;13546.6000
1538.0000;13483.7500
1539.0000;13460.1100
1540.0000;13493.9600
1541.0000;13560.2600
1542.0000;13642.3300
1543.0000;13727.0900
1544.0000;13760.1300
1545.0000;13723.8500
1546.0000;13669.2600
1547.0000;13643.5700
1548.0000;13699.7100
1549.0000;13806.4800
1550.0000;13838.8600
1551.0000;13829.0300
1552.0000;13882.6700
1553.0000;13900.9600
1554.0000;13833.2500
1555.0000;13811.4100
1556.0000;13872.5100
1557.0000;13870.7700
1558.0000;13806.9300
1559.0000;13768.9900
1560.0000;13771.6500
1561.0000;13811.2800
1562.0000;13860.8000
1563.0000;13885.8000
1564.0000;13908.1900
1565.0000;13922.3800
1566.0000;13879.3200
1567.0000;13806.5000
1568.0000;13808.2800
1569.0000;13838.8200
1570.0000;13793.3100
1571.0000;13787.4300
1572.0000;13882.3000
1573.0000;13903.4300
1574.0000;13815.8500
1575.0000;13843.7200
1576.0000;13961.5600
1577.0000;14000.7600
1578.0000;14013.8500
1579.0000;14093.4300
1580.0000;14135.3900
1581.0000;14094.3800
1582.0000;14098.5100
1583.0000;14159.7300
1584.0000;14156.3500
1585.0000;14091.9200
1586.0000;14034.3700
1587.0000;13954.0500
1588.0000;13834.0000
1589.0000;13656.6000
1590.0000;13442.1500
1591.0000;13270.3400
1592.0000;13178.8800
1593.0000;13036.6600
1594.0000;12881.0300
1595.0000;12675.3800
1596.0000;12517.6800
1597.0000;12440.7700
1598.0000;12419.6300
1599.0000;12413.1800
1600.0000;12289.8300
1601.0000;12079.0700
1602.0000;11880.8100
1603.0000;11740.9400
1604.0000;11635.9700
1605.0000;11545.0300
1606.0000;11433.3300
1607.0000;11349.2300
1608.0000;11305.3900
1609.0000;11208.7000
1610.0000;11114.0000
1611.0000;11087.9600
1612.0000;11074.6700
1613.0000;10995.7700
