Raman Shift ; Raw Data #1
549.0000;17364.4600
550.0000;17347.1200
551.0000;17348.8700
552.0000;17369.2000
553.0000;17372.9600
554.0000;17345.6800
555.0000;17322.2800
556.0000;17327.4000
557.0000;17342.5300
558.0000;17335.6100
559.0000;17332.9900
560.0000;17374.9100
561.0000;17437.1200
562.0000;17448.4900
563.0000;17394.1800
564.0000;17355.9300
565.0000;17379.7100
566.0000;17417.1900
567.0000;17432.1300
568.0000;17436.6200
569.0000;17448.8500
570.0000;17450.4700
571.0000;17433.7200
572.0000;17391.7900
573.0000;17315.5100
574.0000;17217.0200
575.0000;17122.4400
576.0000;17054.8900
577.0000;16998.5900
578.0000;16902.3700
579.0000;16832.4200
580.0000;16805.0800
581.0000;16831.7600
582.0000;16858.0900
583.0000;16877.6100
584.0000;16881.5400
585.0000;16863.4200
586.0000;16832.8400
587.0000;16796.8100
588.0000;16785.3300
589.0000;16833.1900
590.0000;16893.3800
591.0000;16891.7800
592.0000;16841.6900
593.0000;16800.3500
594.0000;16784.6200
595.0000;16804.0000
596.0000;16858.9700
597.0000;16858.2600
598.0000;16734.1700
599.0000;16589.0000
600.0000;16507.0500
601.0000;16486.5200
602.0000;16467.7100
603.0000;16466.8600
604.0000;16453.7800
605.0000;16424.4500
606.0000;16367.3500
607.0000;16283.3200
608.0000;16215.5000
609.0000;16185.3100
610.0000;16189.8900
611.0000;16200.1300
612.0000;16219.2700
613.0000;16199.3700
614.0000;16186.1100
615.0000;16259.0500
616.0000;16417.8100
617.0000;16597.3400
618.0000;16749.1400
619.0000;16883.3400
620.0000;16984.7800
621.0000;17089.4400
622.0000;17295.7400
623.0000;17487.6900
624.0000;17653.9400
625.0000;17710.7500
626.0000;17693.9300
627.0000;17577.1700
628.0000;17432.8800
629.0000;17290.1800
630.0000;17148.9400
631.0000;17030.0800
632.0000;16933.0000
633.0000;16832.6500
634.0000;16760.8400
635.0000;16670.5400
636.0000;16623.0600
637.0000;16613.1900
638.0000;16649.5300
639.0000;16677.0400
640.0000;16690.9500
641.0000;16719.1800
642.0000;16765.9100
643.0000;16836.6800
644.0000;16922.3000
645.0000;17069.4600
646.0000;17323.2300
647.0000;17599.0300
648.0000;17833.0800
649.0000;17998.3600
650.0000;18249.1300
651.0000;18505.9300
652.0000;18738.4900
653.0000;18887.1500
654.0000;18993.2600
655.0000;19067.6000
656.0000;19140.5700
657.0000;19291.2500
658.0000;19377.0000
659.0000;19318.6000
660.0000;19183.0600
661.0000;19153.9600
662.0000;19178.9600
663.0000;19128.2200
664.0000;19003.2800
665.0000;18848.3100
666.0000;18692.9400
667.0000;18547.2000
668.0000;18427.2700
669.0000;18306.0000
670.0000;18135.9000
671.0000;17983.0800
672.0000;17841.0700
673.0000;17733.4700
674.0000;17575.4400
675.0000;17412.3000
676.0000;17194.6800
677.0000;16977.5000
678.0000;16778.2800
679.0000;16641.5400
680.0000;16551.8800
681.0000;16498.0400
682.0000;16421.2400
683.0000;16232.7800
684.0000;16050.0000
685.0000;15932.2300
686.0000;15901.0300
687.0000;15880.3400
688.0000;15881.3900
689.0000;15837.1000
690.0000;15748.8400
691.0000;15619.8200
692.0000;15478.7600
693.0000;15345.6100
694.0000;15245.0000
695.0000;15201.7700
696.0000;15203.8600
697.0000;15254.5000
698.0000;15295.4500
699.0000;15351.9900
700.0000;15435.2800
701.0000;15512.3900
702.0000;15570.8500
703.0000;15582.9500
704.0000;15559.9000
705.0000;15512.0100
706.0000;15502.9800
707.0000;15561.2900
708.0000;15662.1600
709.0000;15769.8800
710.0000;15965.5500
711.0000;16287.8000
712.0000;16697.1100
713.0000;17182.6500
714.0000;17746.0700
715.0000;18539.8000
716.0000;19457.7100
717.0000;20567.6300
718.0000;21706.0700
719.0000;23024.3500
720.0000;24342.8300
721.0000;25633.8200
722.0000;26808.5400
723.0000;27605.3600
724.0000;28066.2000
725.0000;27971.0400
726.0000;27657.2800
727.0000;26951.5000
728.0000;26057.8400
729.0000;25101.8500
730.0000;24077.6000
731.0000;23240.2000
732.0000;22392.7800
733.0000;21833.9500
734.0000;21454.6300
735.0000;21368.6600
736.0000;21382.6200
737.0000;21386.7100
738.0000;21462.5300
739.0000;21585.5400
740.0000;21672.4400
741.0000;21684.9800
742.0000;21532.7200
743.0000;21182.8100
744.0000;20738.2100
745.0000;20363.7000
746.0000;20087.5200
747.0000;19716.0200
748.0000;19343.5900
749.0000;18931.5500
750.0000;18576.1900
751.0000;18293.9400
752.0000;18138.0700
753.0000;18018.9800
754.0000;17863.6800
755.0000;17766.7600
756.0000;17731.2200
757.0000;17719.2900
758.0000;17613.6600
759.0000;17495.9400
760.0000;17416.8500
761.0000;17363.6700
762.0000;17234.8500
763.0000;17090.0200
764.0000;17008.6500
765.0000;17000.2200
766.0000;16912.6300
767.0000;16740.0200
768.0000;16610.9900
769.0000;16585.1300
770.0000;16554.2800
771.0000;16450.1900
772.0000;16343.8600
773.0000;16263.8200
774.0000;16208.0000
775.0000;16125.3100
776.0000;16063.4800
777.0000;16011.1600
778.0000;15985.2700
779.0000;15949.0000
780.0000;15919.3600
781.0000;15884.9300
782.0000;15867.1800
783.0000;15903.2700
784.0000;15996.3000
785.0000;16073.0400
786.0000;16097.7600
787.0000;16095.2300
788.0000;16077.0700
789.0000;16083.1000
790.0000;16148.0500
791.0000;16257.0600
792.0000;16379.5400
793.0000;16538.0700
794.0000;16783.4200
795.0000;17022.4300
796.0000;17227.0600
797.0000;17337.7800
798.0000;17450.5100
799.0000;17512.5800
800.0000;17539.8100
801.0000;17511.1600
802.0000;17444.7900
803.0000;17348.6800
804.0000;17211.7400
805.0000;17048.4100
806.0000;16883.7400
807.0000;16751.1600
808.0000;16614.8000
809.0000;16418.9600
810.0000;16260.1600
811.0000;16173.3000
812.0000;16135.3500
813.0000;15998.5100
814.0000;15859.8000
815.0000;15755.6800
816.0000;15717.6200
817.0000;15678.9100
818.0000;15658.6200
819.0000;15629.9000
820.0000;15602.1100
821.0000;15591.7700
822.0000;15598.7900
823.0000;15560.9100
824.0000;15462.4900
825.0000;15371.3700
826.0000;15332.2900
827.0000;15343.0000
828.0000;15389.6100
829.0000;15461.3900
830.0000;15531.1000
831.0000;15582.0000
832.0000;15611.2000
833.0000;15621.1500
834.0000;15664.6000
835.0000;15706.7700
836.0000;15740.5300
837.0000;15732.1900
838.0000;15658.7200
839.0000;15534.5000
840.0000;15434.3600
841.0000;15385.0600
842.0000;15324.4600
843.0000;15254.5700
844.0000;15183.5600
845.0000;15118.5300
846.0000;14997.7600
847.0000;14801.0300
848.0000;14637.2600
849.0000;14576.5100
850.0000;14527.6900
851.0000;14373.8900
852.0000;14223.1300
853.0000;14108.5700
854.0000;14061.1600
855.0000;14045.9600
856.0000;14040.8400
857.0000;13931.5100
858.0000;13771.6300
859.0000;13624.2000
860.0000;13531.3400
861.0000;13462.4800
862.0000;13446.8800
863.0000;13453.4000
864.0000;13468.9100
865.0000;13412.2700
866.0000;13285.9600
867.0000;13225.2400
868.0000;13277.9900
869.0000;13309.4200
870.0000;13259.1200
871.0000;13220.8900
872.0000;13241.5800
873.0000;13263.1100
874.0000;13240.9100
875.0000;13230.5000
876.0000;13272.7900
877.0000;13333.0800
878.0000;13370.3200
879.0000;13403.2500
880.0000;13469.6300
881.0000;13540.3000
882.0000;13612.3800
883.0000;13659.5600
884.0000;13680.2100
885.0000;13687.6600
886.0000;13773.0500
887.0000;13901.7800
888.0000;13979.0100
889.0000;13990.2800
890.0000;14055.0300
891.0000;14165.8800
892.0000;14242.3100
893.0000;14249.8800
894.0000;14227.8500
895.0000;14196.5500
896.0000;14199.2700
897.0000;14263.2100
898.0000;14332.4300
899.0000;14365.0500
900.0000;14384.4700
901.0000;14410.3200
902.0000;14420.4800
903.0000;14410.1400
904.0000;14408.6800
905.0000;14448.2000
906.0000;14521.2000
907.0000;14609.2600
908.0000;14723.3200
909.0000;14913.5000
910.0000;15097.2800
911.0000;15204.5400
912.0000;15246.1800
913.0000;15380.3600
914.0000;15544.0300
915.0000;15686.8300
916.0000;15772.1400
917.0000;15872.9000
918.0000;15969.9800
919.0000;16120.4300
920.0000;16285.3600
921.0000;16432.4400
922.0000;16510.7200
923.0000;16548.5900
924.0000;16539.4800
925.0000;16497.8800
926.0000;16448.1100
927.0000;16460.1900
928.0000;16569.1500
929.0000;16706.0100
930.0000;16811.7200
931.0000;16912.9500
932.0000;17027.2300
933.0000;17126.2100
934.0000;17226.4300
935.0000;17288.9800
936.0000;17331.0400
937.0000;17324.4200
938.0000;17286.4100
939.0000;17244.0000
940.0000;17253.5300
941.0000;17285.9800
942.0000;17298.7400
943.0000;17291.8300
944.0000;17262.8000
945.0000;17226.7100
946.0000;17221.1900
947.0000;17223.8000
948.0000;17187.5100
949.0000;17108.0700
950.0000;16978.1600
951.0000;16834.4300
952.0000;16709.6300
953.0000;16620.9900
954.0000;16476.5900
955.0000;16292.9300
956.0000;16038.0800
957.0000;15782.6400
958.0000;15582.0700
959.0000;15487.9600
960.0000;15330.4300
961.0000;15106.9100
962.0000;14890.8100
963.0000;14728.7500
964.0000;14527.7500
965.0000;14293.1200
966.0000;14109.1300
967.0000;14022.5100
968.0000;13947.5700
969.0000;13835.0100
970.0000;13719.8000
971.0000;13607.0400
972.0000;13484.7900
973.0000;13337.5500
974.0000;13202.3400
975.0000;13092.3800
976.0000;13019.8300
977.0000;12963.7900
978.0000;12926.6000
979.0000;12874.9200
980.0000;12807.0200
981.0000;12689.0700
982.0000;12585.0900
983.0000;12517.7500
984.0000;12512.9100
985.0000;12545.8100
986.0000;12586.0000
987.0000;12553.2500
988.0000;12496.7400
989.0000;12460.1500
990.0000;12479.0300
991.0000;12592.3600
992.0000;12729.6300
993.0000;12783.8500
994.0000;12775.2300
995.0000;12790.8800
996.0000;12844.3000
997.0000;12982.6300
998.0000;13170.9200
999.0000;13371.9000
1000.0000;13532.7400
1001.0000;13698.6300
1002.0000;13825.0500
1003.0000;13976.8400
1004.0000;14117.5100
1005.0000;14305.2100
1006.0000;14507.3600
1007.0000;14756.8300
1008.0000;14996.5200
1009.0000;15221.8100
1010.0000;15388.2000
1011.0000;15601.0900
1012.0000;15811.4700
1013.0000;16060.7900
1014.0000;16289.3100
1015.0000;16549.4000
1016.0000;16785.0700
1017.0000;17010.5900
1018.0000;17170.5100
1019.0000;17269.8600
1020.0000;17286.8500
1021.0000;17304.2000
1022.0000;17331.1600
1023.0000;17358.8600
1024.0000;17363.0200
1025.0000;17233.7200
1026.0000;16977.0200
1027.0000;16734.1200
1028.0000;16591.8400
1029.0000;16417.0100
1030.0000;16219.1900
1031.0000;16052.4900
1032.0000;15948.8700
1033.0000;15749.9200
1034.0000;15425.7800
1035.0000;15132.9400
1036.0000;14960.6600
1037.0000;14763.1900
1038.0000;14515.3700
1039.0000;14233.9300
1040.0000;13935.3100
1041.0000;13639.7900
1042.0000;13389.0900
1043.0000;13174.1600
1044.0000;13010.5600
1045.0000;12878.4000
1046.0000;12764.1300
1047.0000;12681.8400
1048.0000;12629.2100
1049.0000;12555.2500
1050.0000;12431.0500
1051.0000;12332.4200
1052.0000;12291.4800
1053.0000;12297.8900
1054.0000;12334.3800
1055.0000;12332.6800
1056.0000;12248.2900
1057.0000;12181.2600
1058.0000;12185.9100
1059.0000;12208.5000
1060.0000;12216.9500
1061.0000;12250.0100
1062.0000;12315.9600
1063.0000;12377.0100
1064.0000;12407.0600
1065.0000;12442.3000
1066.0000;12500.3700
1067.0000;12615.2100
1068.0000;12798.7500
1069.0000;12920.0400
1070.0000;12902.9700
1071.0000;12905.8900
1072.0000;13024.5800
1073.0000;13179.3900
1074.0000;13326.1300
1075.0000;13456.3200
1076.0000;13555.0800
1077.0000;13642.7100
1078.0000;13737.7300
1079.0000;13857.4600
1080.0000;14018.4300
1081.0000;14140.7300
1082.0000;14189.8300
1083.0000;14259.7000
1084.0000;14401.2500
1085.0000;14573.0400
1086.0000;14751.2600
1087.0000;14917.3200
1088.0000;15056.5800
1089.0000;15211.0400
1090.0000;15395.2400
1091.0000;15597.3900
1092.0000;15790.1500
1093.0000;15941.0000
1094.0000;16026.3700
1095.0000;16090.1000
1096.0000;16151.4200
1097.0000;16165.3600
1098.0000;16117.0600
1099.0000;15958.7300
1100.0000;15702.4000
1101.0000;15442.6300
1102.0000;15260.4000
1103.0000;14983.9200
1104.0000;14593.4900
1105.0000;14205.5800
1106.0000;13904.3500
1107.0000;13644.5800
1108.0000;13465.2400
1109.0000;13291.5800
1110.0000;13129.8000
1111.0000;12930.4700
1112.0000;12718.5200
1113.0000;12587.0800
1114.0000;12573.7800
1115.0000;12551.9900
1116.0000;12499.1900
1117.0000;12442.6600
1118.0000;12395.3000
1119.0000;12360.3900
1120.0000;12348.3200
1121.0000;12348.2100
1122.0000;12359.5600
1123.0000;12367.2800
1124.0000;12372.9100
1125.0000;12403.3200
1126.0000;12445.4600
1127.0000;12462.3900
1128.0000;12441.2400
1129.0000;12394.3400
1130.0000;12348.5200
1131.0000;12374.1600
1132.0000;12457.6300
1133.0000;12512.1600
1134.0000;12531.9600
1135.0000;12574.6100
1136.0000;12614.3500
1137.0000;12611.0400
1138.0000;12594.6700
1139.0000;12667.6900
1140.0000;12776.0500
1141.0000;12807.0400
1142.0000;12783.3500
1143.0000;12804.9700
1144.0000;12848.4800
1145.0000;12887.5100
1146.0000;12935.1900
1147.0000;13031.7800
1148.0000;13123.1100
1149.0000;13175.9100
1150.0000;13197.0000
1151.0000;13244.2600
1152.0000;13318.0700
1153.0000;13468.2800
1154.0000;13588.1100
1155.0000;13596.3500
1156.0000;13569.2200
1157.0000;13630.5900
1158.0000;13688.6300
1159.0000;13678.6800
1160.0000;13697.1600
1161.0000;13826.8000
1162.0000;13949.0100
1163.0000;13981.9100
1164.0000;13984.8200
1165.0000;14005.6100
1166.0000;14034.0300
1167.0000;14076.5700
1168.0000;14109.8900
1169.0000;14121.8800
1170.0000;14144.0600
1171.0000;14183.5100
1172.0000;14175.5900
1173.0000;14105.5500
1174.0000;14058.1100
1175.0000;14065.3200
1176.0000;14081.3300
1177.0000;14086.2400
1178.0000;14038.9400
1179.0000;13938.9800
1180.0000;13820.5500
1181.0000;13718.8800
1182.0000;13645.5000
1183.0000;13612.6400
1184.0000;13538.7900
1185.0000;13452.7700
1186.0000;13391.3900
1187.0000;13368.9300
1188.0000;13344.2100
1189.0000;13311.7800
1190.0000;13214.8700
1191.0000;13110.0000
1192.0000;13074.5000
1193.0000;13086.9500
1194.0000;13050.9200
1195.0000;13007.0000
1196.0000;12976.7500
1197.0000;12949.4900
1198.0000;12903.9400
1199.0000;12842.1800
1200.0000;12746.6700
1201.0000;12672.4000
1202.0000;12642.2300
1203.0000;12653.8500
1204.0000;12682.7400
1205.0000;12705.4000
1206.0000;12694.9000
1207.0000;12682.4000
1208.0000;12685.3200
1209.0000;12697.1700
1210.0000;12713.2500
1211.0000;12707.7300
1212.0000;12674.4800
1213.0000;12647.4600
1214.0000;12645.4400
1215.0000;12668.1100
1216.0000;12714.3300
1217.0000;12768.9100
1218.0000;12812.1200
1219.0000;12825.3800
1220.0000;12803.6700
1221.0000;12782.2200
1222.0000;12768.8300
1223.0000;12767.7400
1224.0000;12787.4600
1225.0000;12832.1500
1226.0000;12872.8800
1227.0000;12867.4800
1228.0000;12835.0000
1229.0000;12823.1600
1230.0000;12819.0700
1231.0000;12809.1400
1232.0000;12812.7200
1233.0000;12845.5300
1234.0000;12851.4400
1235.0000;12790.1500
1236.0000;12712.8600
1237.0000;12660.5700
1238.0000;12630.3000
1239.0000;12625.6900
1240.0000;12596.4500
1241.0000;12531.5000
1242.0000;12519.1700
1243.0000;12572.2600
1244.0000;12582.6400
1245.0000;12528.2000
1246.0000;12465.2900
1247.0000;12413.2300
1248.0000;12369.4700
1249.0000;12349.3500
1250.0000;12332.3500
1251.0000;12331.9400
1252.0000;12340.2800
1253.0000;12361.5400
1254.0000;12391.6600
1255.0000;12417.4900
1256.0000;12429.3300
1257.0000;12429.6800
1258.0000;12434.9100
1259.0000;12435.5100
1260.0000;12421.0600
1261.0000;12469.6900
1262.0000;12623.0900
1263.0000;12799.0600
1264.0000;12931.0300
1265.0000;13002.4900
1266.0000;13000.8500
1267.0000;13022.9300
1268.0000;13093.8400
1269.0000;13180.6200
1270.0000;13253.3900
1271.0000;13277.5800
1272.0000;13265.3300
1273.0000;13339.7300
1274.0000;13469.6100
1275.0000;13588.2500
1276.0000;13656.9200
1277.0000;13699.2800
1278.0000;13684.0000
1279.0000;13637.2800
1280.0000;13614.0400
1281.0000;13703.3200
1282.0000;13787.6000
1283.0000;13765.7700
1284.0000;13703.0600
1285.0000;13655.8700
1286.0000;13636.2000
1287.0000;13657.2100
1288.0000;13614.3900
1289.0000;13488.8900
1290.0000;13444.3900
1291.0000;13511.0400
1292.0000;13543.1400
1293.0000;13530.5800
1294.0000;13547.2300
1295.0000;13592.4100
1296.0000;13659.2900
1297.0000;13719.5900
1298.0000;13743.0800
1299.0000;13763.0000
1300.0000;13872.0300
1301.0000;13985.7900
1302.0000;14041.7600
1303.0000;14083.4000
1304.0000;14169.0400
1305.0000;14250.7100
1306.0000;14313.2900
1307.0000;14382.3300
1308.0000;14460.3400
1309.0000;14524.7400
1310.0000;14562.5100
1311.0000;14636.0700
1312.0000;14730.2900
1313.0000;14797.0900
1314.0000;14827.7100
1315.0000;14882.5900
1316.0000;14949.8700
1317.0000;15036.4700
1318.0000;15150.0000
1319.0000;15347.5600
1320.0000;15530.0700
1321.0000;15649.8500
1322.0000;15742.2500
1323.0000;15876.7100
1324.0000;16044.7500
1325.0000;16254.9900
1326.0000;16436.0500
1327.0000;16542.8800
1328.0000;16667.0800
1329.0000;16783.1600
1330.0000;16820.1700
1331.0000;16745.6200
1332.0000;16638.3900
1333.0000;16511.8500
1334.0000;16370.3600
1335.0000;16251.2000
1336.0000;16138.0100
1337.0000;16036.4200
1338.0000;15870.6800
1339.0000;15736.8800
1340.0000;15674.0500
1341.0000;15629.7200
1342.0000;15552.1200
1343.0000;15579.7000
1344.0000;15743.3300
1345.0000;15871.4600
1346.0000;15909.6200
1347.0000;16039.0300
1348.0000;16221.9200
1349.0000;16337.6300
1350.0000;16384.1800
1351.0000;16513.4100
1352.0000;16651.6700
1353.0000;16770.0600
1354.0000;16840.1700
1355.0000;16902.2900
1356.0000;16943.0300
1357.0000;16991.0800
1358.0000;16986.8700
1359.0000;16919.8100
1360.0000;16930.6600
1361.0000;17061.2100
1362.0000;17184.6600
1363.0000;17248.2400
1364.0000;17292.7900
1365.0000;17315.4100
1366.0000;17393.7800
1367.0000;17461.3700
1368.0000;17444.6000
1369.0000;17384.5900
1370.0000;17362.1600
1371.0000;17411.9000
1372.0000;17569.9400
1373.0000;17641.8200
1374.0000;17523.8800
1375.0000;17486.9600
1376.0000;17618.3900
1377.0000;17684.5700
1378.0000;17641.7400
1379.0000;17614.2900
1380.0000;17614.4600
1381.0000;17630.1400
1382.0000;17679.3400
1383.0000;17766.7000
1384.0000;17884.7800
1385.0000;18022.5600
1386.0000;18134.9700
1387.0000;18188.1200
1388.0000;18339.3800
1389.0000;18639.4400
1390.0000;18839.4600
1391.0000;18842.4100
1392.0000;18926.5300
1393.0000;19067.8900
1394.0000;19117.9600
1395.0000;19060.8400
1396.0000;19013.5800
1397.0000;18957.3600
1398.0000;18871.8500
1399.0000;18847.8200
1400.0000;18962.2700
1401.0000;19002.3000
1402.0000;18829.3500
1403.0000;18707.7800
1404.0000;18740.2900
1405.0000;18680.6500
1406.0000;18529.1600
1407.0000;18487.7800
1408.0000;18554.4500
1409.0000;18566.2000
1410.0000;18550.2400
1411.0000;18538.8500
1412.0000;18554.2100
1413.0000;18620.9500
1414.0000;18687.0100
1415.0000;18715.1900
1416.0000;18678.4000
1417.0000;18578.8600
1418.0000;18497.0200
1419.0000;18460.7700
1420.0000;18407.5100
1421.0000;18329.2100
1422.0000;18175.0700
1423.0000;18015.3700
1424.0000;17916.9000
1425.0000;17876.3200
1426.0000;17820.8800
1427.0000;17762.4900
1428.0000;17685.4800
1429.0000;17589.2500
1430.0000;17486.2100
1431.0000;17381.1300
1432.0000;17311.9600
1433.0000;17306.4500
1434.0000;17345.0000
1435.0000;17293.2400
1436.0000;17222.4400
1437.0000;17225.1700
1438.0000;17254.1300
1439.0000;17255.7000
1440.0000;17246.9600
1441.0000;17231.8900
1442.0000;17206.8700
1443.0000;17184.3800
1444.0000;17208.1600
1445.0000;17253.9400
1446.0000;17225.5700
1447.0000;17130.8000
1448.0000;17031.7500
1449.0000;16932.2500
1450.0000;16828.3000
1451.0000;16739.4900
1452.0000;16669.9400
1453.0000;16569.6700
1454.0000;16426.5900
1455.0000;16239.2200
1456.0000;16058.2300
1457.0000;15876.1600
1458.0000;15765.1000
1459.0000;15730.6200
1460.0000;15714.0500
1461.0000;15549.2000
1462.0000;15364.1500
1463.0000;15249.0300
1464.0000;15078.5300
1465.0000;14815.9700
1466.0000;14583.1700
1467.0000;14431.6200
1468.0000;14241.4400
1469.0000;14059.2400
1470.0000;13847.8000
1471.0000;13676.6400
1472.0000;13506.2500
1473.0000;13382.8000
1474.0000;13288.3000
1475.0000;13172.8200
1476.0000;13022.7400
1477.0000;12944.9200
1478.0000;12965.5800
1479.0000;12930.3600
1480.0000;12864.2700
1481.0000;12841.7600
1482.0000;12843.5100
1483.0000;12807.9700
1484.0000;12787.8600
1485.0000;12809.8800
1486.0000;12833.9600
1487.0000;12834.4300
1488.0000;12797.1300
1489.0000;12746.3500
1490.0000;12788.6400
1491.0000;12880.4000
1492.0000;12896.6100
1493.0000;12849.3300
1494.0000;12784.6200
1495.0000;12739.7100
1496.0000;12750.6900
1497.0000;12757.0000
1498.0000;12738.9800
1499.0000;12765.4600
1500.0000;12826.7100
1501.0000;12848.6000
1502.0000;12841.0400
1503.0000;12862.7700
1504.0000;12881.4200
1505.0000;12875.6900
1506.0000;12868.1700
1507.0000;12875.3600
1508.0000;12902.3600
1509.0000;12947.3500
1510.0000;13010.0200
1511.0000;13055.2300
1512.0000;13024.9800
1513.0000;12993.3000
1514.0000;13102.3200
1515.0000;13199.1200
1516.0000;13163.2300
1517.0000;13174.9100
1518.0000;13289.2500
1519.0000;13314.6300
1520.0000;13247.2000
1521.0000;13283.4700
1522.0000;13381.4300
1523.0000;13447.0700
1524.0000;13470.1300
1525.0000;13455.9200
1526.0000;13445.0900
1527.0000;13473.7300
1528.0000;13528.5400
1529.0000;13585.8900
1530.0000;13583.4600
1531.0000;13549.9600
1532.0000;13600.6500
1533.0000;13696.5500
1534.0000;13798.2600
1535.0000;13818.9400
1536.0000;13716.5900
1537.0000;13652.6100
1538.0000;13689.2000
1539.0000;13726.5400
1540.0000;13766.1900
1541.0000;13837.3400
1542.0000;13918.9700
1543.0000;14015.5600
1544.0000;14054.5200
1545.0000;14009.9500
1546.0000;13939.6500
1547.0000;13902.3500
1548.0000;13993.2500
1549.0000;14140.8300
1550.0000;14084.8700
1551.0000;13966.3200
1552.0000;14058.9200
1553.0000;14161.2700
1554.0000;14128.0900
1555.0000;14107.2300
1556.0000;14139.9300
1557.0000;14134.1400
1558.0000;14090.6800
1559.0000;14056.6600
1560.0000;14053.5000
1561.0000;14091.3800
1562.0000;14144.0500
1563.0000;14179.2700
1564.0000;14181.3700
1565.0000;14152.5300
1566.0000;14168.7400
1567.0000;14205.0500
1568.0000;14149.5900
1569.0000;14067.5400
1570.0000;14068.8200
1571.0000;14084.1800
1572.0000;14061.0500
1573.0000;14069.3500
1574.0000;14120.0500
1575.0000;14150.9200
1576.0000;14158.0700
1577.0000;14173.5000
1578.0000;14211.8500
1579.0000;14303.0500
1580.0000;14363.3100
1581.0000;14343.1800
1582.0000;14311.3600
1583.0000;14296.2300
1584.0000;14312.7700
1585.0000;14335.9500
1586.0000;14318.5200
1587.0000;14243.5000
1588.0000;14122.0500
1589.0000;13923.4400
1590.0000;13675.0000
1591.0000;13464.3700
1592.0000;13345.6100
1593.0000;13200.2400
1594.0000;13052.7800
1595.0000;12818.6100
1596.0000;12635.2300
1597.0000;12564.6000
1598.0000;12520.0300
1599.0000;12454.3800
1600.0000;12324.4100
1601.0000;12157.0800
1602.0000;11970.2900
1603.0000;11837.0300
1604.0000;11771.6600
1605.0000;11707.0300
1606.0000;11582.8000
1607.0000;11475.7200
1608.0000;11416.8000
1609.0000;11345.8600
1610.0000;11286.0000
1611.0000;11219.9600
1612.0000;11179.8300
1613.0000;11167.4300
